Palabra, Ocurrencias
lonely,2
oare,0
oathe,0
oatmeal,0
calmely,0
obedient,0
object,2
utf,0
espial,0
galleries,0
objectionable,0
prior,0
vindicate,0
obligation,0
prepar,0
hoboye,0
oblige,5
obliterate,0
oblivion,0
circumscrib,0
obnoxious,0
obscurity,0
mourner,2
obsequie,0
obsequiousness,0
damon,0
obseru,0
unthankfulness,0
obseruance,0
forbore,0
obseruant,0
obserue,0
observant,1
sanction,0
overmuch,0
curtly,0
observation,0
plaintiff,0
features,0
observatory,0
whale,0
dedicate,0
observe,19
vntimely,0
observed,3
wreath,2
observer,0
obstinacy,0
obstinit,0
obtain,6
claim,2
obviously,0
storm,1
occasional,0
occasioned,0
occasions,0
occupant,0
report,2
occupation,1
disabled,0
mortality,0
occupier,0
occupy,1
license,18
ocean,1
odd,1
oddly,0
bitterly,0
odious,2
copying,5
parson,0
pink,0
odour,1
pawse,0
offender,0
haired,1
offensive,0
offering,0
office,14
officer,1
caste,0
officious,1
regularly,1
offspre,0
grimy,0
offspring,0
oft,0
saluteth,0
ogle,0
tangle,0
ogre,1
timorously,0
antagonist,0
disgrac,0
oil,1
olde,0
godlike,0
oliver,0
omened,0
scorn,1
ominously,0
lamplight,1
one,118
ebcdic,0
one3,1
prejudge,0
relative,0
balthasar,0
onely,0
ope,0
qualifications,0
open,25
beteene,0
opener,0
openness,0
opera,0
operant,0
ophel,0
missile,1
opiate,0
lounger,0
opportunitie,1
opposites,0
rebuke,1
oppress,0
oppressor,0
opprest,0
opprobrious,0
oracle,0
joint,1
oration,0
etc,0
orator,0
orb,0
orbe,0
orbit,0
channel,1
ord,0
impartment,0
ordain,0
visitation,1
order,3
receiv,0
ordinary,1
depressing,0
organs,0
orgy,0
prince,0
origin,1
imitation,0
originally,0
account,4
ornament,0
ornamental,0
orphan,0
coiner,0
orson,1
wednesday,0
orthodoxy,0
sanguinary,0
osier,0
rature,0
planting,0
hydraulic,0
balustrades,1
osricke,0
sledge,0
ossa,0
servitor,0
impudent,0
ostentatiously,0
needy,0
jostlement,0
ostrich,0
otherways,0
ouer,0
reignes,0
ouercome,0
ounce,0
classic,0
graceful,2
outbreak,0
outcries,0
outdated,1
insist,1
outdone,0
watched,0
outface,0
detach,2
outline,1
outlive,0
modification,1
outnumber,0
helmsman,1
outpoure,1
outrageous,0
splash,0
outskirt,0
outstrip,0
petrify,0
victim,0
daws,1
courtesie,0
giddinesse,0
outswear,0
show,23
outward,1
oven,2
xxiv,0
overcome,2
zip,1
worst,0
uproarious,1
forgive,3
casualty,0
overfe,0
summer,3
overflowing,1
overgrown,0
overlay,0
solanio,0
overload,0
overpeer,0
overridden,0
infatuation,0
awed,0
overset,0
growes,0
overstrain,0
lodging,0
overtake,1
cogitate,0
overthrew,0
overtook,0
overwhelmed,0
owdacious,0
hoodman,0
imperil,0
breakfasting,0
owl,0
owner,8
pancras,0
ox,0
oyster,3
pace,2
main,2
pacification,0
telling,0
pacing,0
pack,1
packing,0
relieu,0
padding,8
padlock,1
stoop,1
padua,0
route,0
pageant,1
decomposing,0
hawk,0
paine,0
painter,0
palaces,0
nigh,0
palate,0
rapacious,0
pale,2
forbeare,0
paling,0
palm,1
contend,0
palmers,0
respectfully,0
reptile,0
palpable,1
palsied,0
palsy,0
harass,0
pan,1
panacea,0
formally,0
panegyric,0
panel,1
release,6
beheld,2
distressful,0
couch,1
astounded,0
panelling,1
pang,1
papa,0
sometime,0
paperwork,1
par,0
paradise,0
paradox,0
southcott,0
gallant,0
jove,0
paragraph,14
passersby,0
parch,0
parent,0
park,1
communing,0
parley,0
piscatory,0
parliamentary,0
charname,0
parlour,7
talk,6
portionless,0
enact,0
paroxysm,0
parragon,0
parrying,0
crumb,1
perplex,0
part,22
intrusively,0
idoll,0
parted60,1
partiall,0
partially,0
intimate,0
participate,0
paste,0
participation,0
popularly,0
partickler,0
particle,1
parting,3
yielded,0
pass,18
passado,0
passage,1
passages,0
tall,3
sprinkling,2
passed,2
toothpick,1
pendulum,0
passenger,2
quake,1
passerby,0
passing,0
alterations,0
passion,4
passionately,0
passionless,1
snappishly,0
password,0
pastorall,0
convulsively,0
pastoricall,0
span,0
pasture,0
patch,0
patchwork,0
paten,0
saturday,1
bleede,0
patent,0
sweetheart,1
calendar,1
pathetically,0
133,1
patience,1
patiently,0
tribe,0
else,9
lightsome,0
patrician,0
patriot,0
purer,0
fra,0
patriotic,0
patriotism,0
suspecting,0
dispose,1
detraction,0
primy,0
patrol,0
patron,0
patter,0
recoil,1
lowd,0
pattering,0
patting,1
paul,1
paunch,0
pauper,0
glib,0
paupers,0
pawnbroker,1
quicknesse,0
aduanc,0
catalogue,0
payable,0
payes,0
followed,0
holiest,0
pea,0
rate,2
peace,1
peaceful,0
vicious,0
peacefullest,0
peaching,0
dogge,0
peake,0
quille,0
peale,0
blason,0
canvas,0
mutter,4
pearle,0
averse,0
peckery,0
pedlar,0
peevish,0
peise,0
faced,1
pelion,0
completion,0
pell,0
pence,0
pendant,0
penetrable,0
private,1
penitence,1
closed,1
penitential,0
sky,3
farwel,0
penny,1
popular,0
pennyworth,0
noyance,0
pension,0
contagion,0
pensively,0
pent,0
villainy,0
hap,0
pentecost,0
artless,0
malefaction,0
people,30
per,0
approver,0
perceptibly,0
conciergerie,0
policy,0
peremptory,0
baptize,0
perfect,3
necessitie,0
perfumery,0
peril,0
sally,1
periodical,0
perjur,0
roll,4
furtively,0
permanent,1
permission,7
permit,4
perpetuation,0
trifle,3
persevere,1
perseveringly,0
persian,0
persisted,0
persistent,0
begotten,0
personall,0
personally,1
invisible,5
personã,0
crab,0
persuade,0
persuaded,0
persuader,0
persuasion,0
perturbation,0
perusal,0
redeem,0
pervade,0
creak,0
conuerse,0
pervaded,0
perversity,0
shaggy,1
falling,0
playing,1
orizon,0
perverted,0
perwerse,0
pery,0
peter,20
froze,1
petition,0
petitioner,0
next,15
petruchio,0
pettishly,0
petty,0
pewter,0
pfirst,0
pgdp,2
plantain,0
improve,2
paint,1
pglaf,8
originator,1
certificate,0
phenomena,0
phenomenon,2
passeth,0
print,4
vertue,0
phil,0
supposall,0
philadelphia,1
choice,1
philosophical,0
seven,11
phoebus,0
lower,4
phrenzy,0
physician,0
platter,1
phã,0
reputable,0
orderly,0
piano,1
goblin,1
legislation,0
pick,2
pickpocket,0
picture,1
picturesque,0
pie,3
vessel,0
brand,0
pieman,0
thickest,0
prodigall,0
pier,0
pig,3
expect,8
populace,0
pigmy,0
pile,4
piled,0
pilgrim,0
pill,0
pillar,0
slaue,0
quill,0
pillow,0
stiffen,1
fasten,2
dimpled,1
pilot,0
sponge,1
pincer,0
sceptre,0
30368,1
horatio,0
presence,3
pincher,0
congregate,0
pine,0
chitle,0
pint,0
pious,0
pipe,5
fortin,0
piping,1
tale,0
pitch,1
pitchfork,0
pith,0
pitious,0
pitt,0
study,0
messr,0
plucke,0
pitteous,0
pittie,0
pitty,0
pity,3
pivot,0
remained,0
plac,0
tother,0
plague,0
afresh,0
interminable,0
plaine,0
partly,0
plainer,0
porth,0
plainly,0
mi,0
plaintive,1
rum,0
plaist,0
advisability,0
plait,0
saxony,0
plat,0
restorative,0
plate,3
tempting,0
plateful,0
platform,0
faithfull,0
presentiment,0
broadwise,1
plautus,0
yell,0
borrowing,0
play,8
playd,0
extenuation,0
player,0
playful,0
plea,0
pleasanter,1
honesty,0
please,8
undug,0
exact,0
pleaseth,0
redistribution,2
pleasing,0
moody,0
afterwards,4
pleasurable,0
eighty,0
pledge,0
plentiful,1
plentifull,0
plied,0
plight,0
slyness,1
plod,0
confound,0
holp,0
plotter,0
leuie,0
pluck,1
plug,1
iade,0
augment,0
ordinarily,0
plume,1
plundering,0
rove,1
plunge,3
plunged,0
ply,0
plye,0
closset,0
poach,0
prevent,1
pobox,0
pock,0
continued,0
gravel,0
pocketed,0
contrast,1
poem,1
poesie,0
suddenly,2
eanling,0
poetry,1
point,23
pointed,1
organisation,0
invite,0
pointing,0
accurately,0
pointings,0
poise,0
poising,0
poisoning,0
poking,0
sente,1
pole,0
woods,0
everything,12
policie,0
polish,0
driver,0
dot,3
polite,0
ventriloquial,0
easie,0
politely,0
politic,0
prevail,0
parle,0
pollax,0
pomegranate,0
thaw,3
pompously,0
shipwright,0
conference,1
leeford,0
ponder,1
fairies,0
personage,0
pondered,0
notice,4
poniard,0
impossible,5
pons,0
slacken,0
pont,0
ver,0
tearing,0
poor,30
poplar,1
populated,0
perplexed,1
porch,1
pore,0
pork,0
chang,0
porochially,0
unwholesomely,0
heavily,2
lastly,0
porpentine,0
singular,1
portal,0
tyrannous,0
griefe,0
portall,0
levity,0
portend,0
reputation,0
porter,2
porterage,0
portion,1
byte,0
portly,4
portrait,0
malignantly,0
portraiture,0
tiller,0
position,3
possession,3
istwentus,0
possessor,0
exceptional,0
osr,0
possible,4
possitiuely,0
commendation,0
post,7
posthorse,0
postilion,0
rein,0
postmaster,0
posture,0
garbe,0
posy,0
pot,2
benighted,0
potentate,0
obseruation,0
potently,0
potion,0
poulterer,2
copied,1
guinea,0
poultice,0
pound,2
petticuts,0
poure,0
surmise,0
powdered,0
snaky,0
placidity,0
powdering,0
devotional,0
powerful,1
record,0
jerry,0
pin,1
powerfully,0
powre,0
powres,0
drone,0
misdoubte,0
pox,0
poysoner,0
eyelid,0
practicable,0
practice,1
practitioner,0
comforter,5
prad,0
prairienet,0
prais,0
rejoicing,0
prate,0
sounds,0
prattle,0
crumple,0
overwhelming,0
pray,3
prayer,1
precious,3
precipitation,0
precision,0
glim,0
predicament,1
youngster,0
perpetuate,0
predicate,0
gal,0
predict,2
prediction,1
fiddler,4
prefer,0
preferment,0
pregnant,0
reserve,0
barn,0
mattock,0
preoccupy,0
elbows,1
preparation,1
foolery,0
preparatory,0
prepared,3
grizzly,0
preparing,0
drum,0
prepossess,0
prepossessing,0
earliness,0
devonshire,0
loath,1
adue,0
preposterous,1
leige,0
pirate,0
gradual,0
prerogative,0
presage,0
salesman,0
presently,0
preservation,0
drawback,0
mettel,0
preserve,2
preserved,0
gins,0
preserver,0
president,0
pretending,1
sind,0
pretty,5
preuent,0
vitruvio,0
mingled,0
prevention,0
previous,2
bankers,0
bowed,0
previously,0
rapi,0
cloake,0
56,1
lucian,0
priam,0
priceless,0
prig,0
unusual,1
prima,0
keeping,0
primrose,0
principal,1
princox,0
drop,5
printer,0
printing,0
prisoner,1
priuate,0
priuy,0
culminate,0
ayre,0
privately,0
custome,0
privation,0
crawl,0
limbkin,0
privilege,0
undoubted,1
privily,0
gets,0
priwilege,0
pro,0
railest,0
ha,24
mental,0
probable,0
bestrew,0
probably,0
probation,0
expenditure,0
problem,4
wildly,1
proceeded,0
proceeding,1
